Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
132,Subv inv rattachées aux actifs non amort,Subventions d'investissement rattachées aux actifs non amortissables,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1321,"Subv. non transf. Etat, établ. nationaux",Etat et établissements nationaux,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1322,Subv. non transf. Régions,Régions,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1323,Subv. non transf. Départements,Départements,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1324,Subv. non transf. Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1325,Group. coll et coll. statut particulier,Autres groupements de collectivités et collectivités à statut particulier,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1326,Subv. non transf. Autres E.P.L.,Autres établissements publics locaux,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1327,Subv. non transf. Fonds européens,Fonds européens,,,,M52-M52,Nature_Compte,,,,,,,,,,,
13271,Subv. non transf. Fonds social européen,Fonds social européen,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
13272,Subv. non transf. FEDER,FEDER,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
13273,Subv. non transf. FEOGA,FEOGA,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
13278,Autres fonds européens,Autres fonds européens,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
1328,Autres subventions d'équip. non transf.,Autres,,,,M52-M52,Nature_Compte,0,,041,13,1,,041,13,,,
133,Fonds affectés à l'équipement amort.,Fonds affectés à l'équipement amortissable,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1331,D.G.E. transférable,DGE,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1332,Dot. Dép. équip. Collèges transférables,Dotation départementale d'équipement des collèges,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1333,Dot. construction équip. Scol. transfér.,Dotation globale de construction et d'équipement scolaire (COM),,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1334,Contributions locales temporaires,Contributions locales temporaires,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1335,Amendes radars automatiques et de police,Amendes de radars automatiques et amendes de police,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1336,Dot. soutien investissement départements,Dotation de soutien à l'investissement des départements,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1338,Autres fonds équip. transférables,Autres,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
134,Fonds affectés à l'équipement non amort.,Fonds affectés à l'équipement non amortissable,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1341,D.G.E. non transférable,DGE,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1344,Contributions locales temporaires,Contributions locales temporaires,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1345,Amendes radars automatiques et de police,Amendes de radars automatiques et amendes de police,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1346,Dot. soutien investissement départements,Dotation de soutien à l'investissement des départements,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
1348,Autres fonds non transférables,Autres,,,,M52-M52,Nature_Compte,0,,,13,1,,,13,,,
138,Autres subventions invest. non transf.,Autres subventions d'investissement non transférables,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
1381,Subv non transf Etat et établ. nationaux,Etat et établissements nationaux,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1382,Subv non transf Régions,Régions,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1383,Subv non transf Départements,Départements,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1384,Subv non transf. Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1385,Group. coll et coll. statut particulier,Autres groupements de collectivités et collectivités à statut particulier,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1386,Subv non transf. Autres EPL,Autres établissements publics locaux,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1387,Subv non transf Fonds européens,Fonds européens,,,,M52-M52,Nature_Compte,,,,,,,,,,,
13871,Subv non transf Fonds social européen,Fonds social européen,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
13872,Subv non transf FEDER,FEDER,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
13873,Subv non transf FEOGA,FEOGA,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
13878,Autres fonds européens,Autres fonds européens,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
1388,Autres fonds non transférables,Autres,,,,M52-M52,Nature_Compte,0,,,13,0,,,13,,,
139,Subv. invest. transférées cpte résultat,Subventions d'investissement transférées au compte de résultat,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
1391,Subv inv rattachées aux actifs amort,Subventions d'investissement rattachées aux actifs amortissables,,,,M52-M52,Nature_Compte,,,,,,,,,,,
13911,"Sub. transf cpte rés. Etat, étab. Nat.",Etat et établissements nationaux,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13912,Sub. transf cpte résult. Régions,Régions,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13913,Sub. transf cpte résult. Départements,Départements,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13914,Sub. transf cpte résult. Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13915,Sub. transf cpte résult. Grpt collect.,Autres groupements de collectivités,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13916,Sub. transf cpte résult. Autres EPL,Autres établissements publics locaux,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13917,Sub. transf cpte résult.Fonds européens,Fonds européens,,,,M52-M52,Nature_Compte,,,,,,,,,,,
139171,Sub. transf cpte résult.FSE,Fonds social européen,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
139172,Sub. transf cpte résult.FEDER,FEDER,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
139173,Sub. transf cpte résult.FEOGA,FEOGA,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
139178,Autres fonds européens,Autres fonds européens,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13918,Autres Sub. Transf équipement,Autres,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
1393,Fonds affectés à l'équipement,Fonds affectés à l'équipement,,,,M52-M52,Nature_Compte,,,,,,,,,,,
13931,Sub. transf cpte résult. D.G.E.,DGE,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13932,Sub. transf cpte résult. DDEC,Dotation départementale d'équipement des collèges,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13933,Sub. transf cpte résult. DGCES,Dotation globale de construction et d'équipement scolaire (COM),,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13934,Sub. transf cpte résult. Surtaxes locale,Surtaxes locales temporaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13935,Sub. transf cpte résult. radars auto.,Produits des amendes de radars automatiques,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13936,Dot. soutien investissement départements,Dotation de soutien à l'investissement des départements,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
13938,Autres,Autres,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
15,Provisions pour risques et charges,Provisions pour risques et charges,,,,M52-M52,Nature_Compte,,,,,,,,,,,
151,Provisions pour risques,Provisions pour risques,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1511,Provisions pour litiges,Provisions pour litiges et contentieux,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
1515,Provisions pour pertes de change,Provision pour pertes de change,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
1517,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
1518,Autres provisions pour risques,Autres provisions pour risques,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
152,Prov. risques et charges sur emprunts,Provisions pour risques et charges sur emprunts,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
157,Provisions pour charges à répartir,Provisions pour charges à répartir sur plusieurs exercices,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1572,"Prov. gros entretien, grandes révisions",Provisions pour gros entretien ou grandes révisions,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
158,Autres provisions pour charges,Autres provisions pour risques et charges,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
16,Emprunts et dettes assimilées,Emprunts et dettes assimilées,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
163,Emprunts obligataires,Emprunts obligataires,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
1631,Emprunts obligataires,Emprunts obligataires,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16311,Emprunt obligataire remboursable in fine,Emprunts obligataires remboursables in fine,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16318,Autres emprunts obligataires,Autres emprunts obligataires,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1632,Anticipation du remboursement en capital,Opérations sur capital non échu des emprunts obligataires remboursables in fine - Anticipation du remboursement en capital,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
164,Emprunts auprès des éts. financiers,Emprunts auprès des établissements financiers,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1641,Emprunts en euros,Emprunts en euros,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1643,Emprunts en devises,Emprunts en devises,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1644,Emprunts assortis d'une option de tirage,Emprunts assortis d'une option de tirage sur ligne trésorerie,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16441,Opérations afférentes à l'emprunt,Opérations afférentes à l'emprunt,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16449,Opérations de tirage ligne trésorerie,Opérations afférentes à l'option de tirage sur ligne de trésorerie,,,,M52-M52,Nature_Compte,0,,041,16,0,,041,16,,,
1645,Remb temp / empr auprès éts financiers,Remboursements temporaires sur emprunts auprès des établissements financiers,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16451,Remb. temporaires emprunts en euros,Remboursements temporaires sur emprunts en euros,,,,M52-M52,Nature_Compte,0,,041,16,1,,041,16,,,
16452,Remb. temporaires emprunts en devises,Remboursements temporaires sur emprunts en devises,,,,M52-M52,Nature_Compte,0,,041,16,1,,041,16,,,
165,Dépôts et cautionnements reçus,Dépôts et cautionnements reçus,,,,M52-M52,Nature_Compte,0,040,041,16,0,040,041,16,,,
166,Refinancement de dette,Refinancement de dette,,,,M52-M52,Nature_Compte,0,040,041,16,0,040,041,16,,,
167,Emprunts dettes conditions particulières,Emprunts et dettes assorties de conditions particulières,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1671,Avances consolidées du Trésor,Avances consolidées du Trésor,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1672,Emprunts sur comptes spéciaux du Trésor,Emprunts sur comptes spéciaux du Trésor,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1675,Dettes pour M.E.T.P. et P.P.P.,Dettes afférentes aux M.E.T.P. et P.P.P.,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1676,Dettes envers locataires - acquéreurs,Dettes envers locataires - acquéreurs,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1678,Autres emprunts et dettes,Autres emprunts et dettes,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
168,Autres emprunts et dettes assimilées,Autres emprunts et dettes assimilées,,,,M52-M52,Nature_Compte,,,,,,,,,,,
1681,Autres emprunts,Autres emprunts,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16811,Emprunts - Organismes d'assurances,Organismes d'assurances,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16812,Emprunts - Entreprises non financières,Entreprises non financières,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16813,Emprunts - Particuliers,Particuliers,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16814,Emprunts - Etrangers,Etrangers,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16818,Emprunts - Autres prêteurs,Autres prêteurs,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1682,Bons à moyen terme négociables,Bons à moyen terme négociables,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1687,Autres dettes,Autres dettes,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16871,"Dettes - Etat, établissements nationaux",Etat et établissements nationaux,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16872,Dettes - Régions,Régions,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16873,Dettes - Départements,Départements,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16874,Dettes - Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16875,Group. coll et coll. statut particulier,Autres groupements de collectivités et collectivités à statut particulier,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16876,Dettes - Autres établ. publics locaux,Autres établissements publics locaux,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
16878,"Dettes - Autres organismes, particuliers",Autres organismes et particuliers,,,,M52-M52,Nature_Compte,0,040,041,16,1,040,041,16,,,
1688,Intérêts courus,Intérêts courus,,,,M52-M52,Nature_Compte,,,,,,,,,,,
16883,Intérêts courus - emprunts obligataire,Intérêts courus sur emprunts obligataires,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
16884,Int courus / empr auprès éts financiers,Intérêts courus sur emprunts auprès des établissements financiers,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
16888,"Intérêts courus - autres emprunts, dette",Intérêts courus sur autres emprunts et dettes assimilées,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
169,Primes de remboursement des obligations,Primes de remboursement des obligations,,,,M52-M52,Nature_Compte,0,040,041,,0,040,041,,,,
18,"Cptes liaison : affectation (BA, régies",Comptes de liaison : affectation (budgets annexes - régies non personnalisées),,,,M52-M52,Nature_Compte,,,,,,,,,,,
181,"Cpte de liaison : affectation (BA,régie)",Comptes de liaison : affectation à (budgets annexes - régies non personnalisées),,,,M52-M52,Nature_Compte,0,,,18,0,,,18,,,
19,Neutral. et régul. d'opérations,Neutralisations et régularisations d'opérations,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
192,Plus ou moins-values sur cession immo.,Plus ou moins-values sur cessions d'immobilisations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
193,Autres neutral. et régul. d'opérations,Autres neutralisations et régularisations d'opérations,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
194,Prov/emprunts-Stock à date 1°application,Provisions pour risques et charges sur emprunts - Stock à la date de première application,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
198,Neutralisation des amortissements,Neutralisation des amortissements,,,,M52-M52,Nature_Compte,0,040,,,0,,,,,,
20,Immobilisations incorporelles,Immobilisations incorporelles,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
202,Frais réalisation documents urbanisme,"Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme (COM)",,,,M52-M52,Nature_Compte,1,040,041,20,1,040,041,20,,,
203,"Frais d'études, recherche, développement","Frais d'études, de recherche et de développement et frais d'insertion",,,,M52-M52,Nature_Compte,,,,,,,,,,,
2031,Frais d'études,Frais d'études,,,,M52-M52,Nature_Compte,1,040,041,20,1,040,041,20,,,
2032,Frais de recherche et de développement,Frais de recherche et de développement,,,,M52-M52,Nature_Compte,1,040,041,20,1,040,041,20,,,
2033,Frais d'insertion,Frais d'insertion,,,,M52-M52,Nature_Compte,1,040,041,20,1,040,041,20,,,
204,Subventions d'équipement versées,Subventions d'équipement versées,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
2041,Subv. équip. organismes publics,Subventions d'équipement aux organismes publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
