Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
10229,Reprise sur FCTVA et autres fonds,Reprise sur FCTVA et autres fonds d'investissement,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
102291,Reprise sur FCTVA,Reprise sur FCTVA,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
102296,Reprise sur taxe d'aménagement,Reprise sur taxe d'aménagement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
102297,Reprise sur versement pour sous-densité,Reprise sur versement pour sous-densité,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
102298,Reprise autres fonds d'investissement,Reprise sur autres fonds d'investissement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1025,Dons et legs en capital,Dons et legs en capital,,,,M57-M57,Nature_Compte,,,,,,,,,,,
10251,Dons et legs en capital,Dons et legs en capital,,,,M57-M57,Nature_Compte,0,,041,10,0,,041,10,,,
10259,Reprise sur dons et legs en capital,Reprise sur dons et legs en capital,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1027,Mise à disposition (chez bénéficiaire),Mise à disposition (chez le bénéficiaire),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
103,Plan de relance FCTVA,Plan de relance FCTVA,,,,M57-M57,Nature_Compte,0,,,10,0,,,10,,,
106,Réserves,Réserves,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1068,Excédents de fonctionnement capitalisés,Excédents de fonctionnement capitalisés,,,,M57-M57,Nature_Compte,0,040,041,10,0,040,041,10,,,
11,Report à nouveau,Report à nouveau (solde créditeur ou débiteur),,,,M57-M57,Nature_Compte,,,,,,,,,,,
110,Report à nouveau (solde créditeur),Report à nouveau (solde créditeur),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
119,Report à nouveau (solde débiteur),Report à nouveau (solde débiteur),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
12,Résultat de l'exercice,Résultat de l'exercice (excédentaire ou déficitaire),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
13,Subventions d'investissement,Subventions d'investissement,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
131,Subv inv rattachées aux actifs amort,Subventions d'investissement rattachées aux actifs amortissables,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1311,Subv. transf. Etat et établ. nationaux,Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1312,Subv. transf. Régions,Régions,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1313,Subv. transf. Départements,Départements,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1314,Subv. transf. Communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13141,Subv. transf. Communes membres du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13146,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13148,Subv. transf. Autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1315,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13151,Subv. transf. GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13156,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13158,Subv. transf. Autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1316,Subv. transf. Autres E.P.L.,Autres établissements publics locaux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1317,Subv. transf. Fonds européens,Fonds européens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13171,Subv. transf. Fonds social européen,Fonds social européen,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13172,Subv. transf. FEDER,FEDER,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13173,Subv. transf. FEADER,FEADER,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13178,Autres fonds européens,Autres fonds européens,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1318,Autres subventions d'équipement transf.,Autres,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
132,Subv inv rattachées aux actifs non amort,Subventions d'investissement rattachées aux actifs non amortissables,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1321,"Subv. non transf. Etat, établ. nationaux",Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1322,Subv. non transf. Régions,Régions,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1323,Subv. non transf. Départements,Départements,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1324,Subv. non transf. Communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13241,Subv. non transf. Commune membre du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13246,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13248,Subv. non transf. Autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1325,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13251,Subv. non transf. GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13256,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13258,Subv. non transf. Autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1326,Subv. non transf. Autres E.P.L.,Autres établissements publics locaux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1327,Subv. non transf. Fonds européens,Fonds européens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13271,Subv. non transf. Fonds social européen,Fonds social européen,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13272,Subv. non transf. FEDER,FEDER,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13273,Subv. non transf. FEADER,FEADER,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13278,Autres fonds européens,Autres fonds européens,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
1328,Autres subventions d'équip. non transf.,Autres,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
133,Fonds affectés à l'équipement amort.,Fonds affectés à l'équipement amortissable,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1331,Dotations à l'équipement,Dotations à l'équipement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13311,DGE,DGE,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13312,Dotation construction et équip. scolaire,Dotation de construction et d'équipement scolaire,,,,M57-M57,Nature_Compte,,,,,,,,,,,
133121,Dotation départementale équip. collèges,Dotation départementale d'équipement des collèges,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
133122,Dotation régionale d'équipement scolaire,Dotation régionale d'équipement scolaire,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
133123,"Dot. globale construct., équip. scolaire",Dotation globale de construction et d'équipement scolaire (COM),,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13313,Dot. soutien à l'invest des départements,Dotation de soutien à l'investissement des départements,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13321,Dotation départ. équip. collèges transf.,Dotation départementale d'équipement des collèges,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13322,Dotation région. équip. scolaire transf.,Dotation régionale d'équipement scolaire,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1333,Fonds spécifiques - Région Ile-de-France,Fonds spécifiques - Région Ile-de-France,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13332,TCBCE,"Taxe pour création de locaux à usage de bureaux, de locaux commerciaux et de locaux de stockage (TCBCE)",,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13333,Taxe complémentaire à la TLE,Taxe complémentaire à la taxe locale d'équipement,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13334,Taxe sur les surfaces de stationnement,Taxe sur les surfaces de stationnement,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1334,Contributions locales temporaires,Contributions locales temporaires,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1335,Amendes radars automatiques et de police,Amendes de radars automatiques et amendes de police,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1336,Fonds communaux et intercommunaux transf,Fonds communaux et intercommunaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13361,Dotation équip.territoires ruraux transf,Dotation d'équipement des territoires ruraux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13362,Dotation de soutien à l'invest local,Dotation de soutien à l'investissement local,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13363,PAE transférable,P.A.E. (programme d'aménagement d'ensemble),,,,M57-M57,Nature_Compte,,,,,,,,,,,
13364,Surtaxes locales temporaires transfér.,Surtaxes locales temporaires,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13365,Particip. non-réal. aires station.transf,Participations pour non-réalisation d'aires de stationnement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13366,Participations voirie et réseaux transf,Participations pour voirie et réseaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1337,Fonds régional dévelopt emploi outre-mer,Fonds régional pour le développement et l'emploi (outre-mer),,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1338,Autres fonds équip. transférables,Autres,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
134,Fonds affectés à l'équipement non amort.,Fonds affectés à l'équipement non amortissable,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1341,Dotations à l'équipement,Dotations à l'équipement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13411,DGE,DGE,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
13413,Dot. soutien à l'invest des départements,Dotation de soutien à l'investissement des départements,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1344,Contributions locales temporaires,Contributions locales temporaires,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1345,Amendes radars automatiques et de police,Amendes de radars automatiques et amendes de police,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1346,Fonds communaux et interco. non transf,Fonds communaux et intercommunaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13461,Dot. équip.territoires ruraux non transf,Dotation d'équipement des territoires ruraux,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13462,Dotation de soutien à l'invest local,Dotation de soutien à l'investissement local,,,,M57-M57,Nature_Compte,0,,041,13,1,,041,13,,,
13463,PAE non transférable,P.A.E. (programme d'aménagement d'ensemble),,,,M57-M57,Nature_Compte,,,,,,,,,,,
13464,Surtaxes locales temporaires non transf.,Surtaxes locales temporaires,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13465,Part. non-réal. aires station.non transf,Participations pour non-réalisation d'aires de stationnement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13466,"Participations voirie,réseaux non transf",Participations pour voirie et réseaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1347,Fonds régional dévelopt emploi outre-mer,Fonds régional pour le développement et l'emploi (outre-mer),,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
1348,Autres fonds non transférables,Autres,,,,M57-M57,Nature_Compte,0,,,13,1,,,13,,,
138,Autres subventions invest. non transf.,Autres subventions d'investissement non transférables,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
1381,Subv non transf Etat et établ. nationaux,Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1382,Subv non transf Régions,Régions,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1383,Subv non transf Départements,Départements,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1384,Subv non transf. Communes,Communes,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1385,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1386,Subv non transf. Autres EPL,Autres établissements publics locaux,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1387,Subv non transf Fonds européens,Fonds européens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13871,Subv non transf Fonds social européen,Fonds social européen,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
13872,Subv non transf FEDER,FEDER,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
13873,Subv non transf FEADER,FEADER,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
13878,Autres fonds européens,Autres fonds européens,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
1388,Autres fonds non transférables,Autres,,,,M57-M57,Nature_Compte,0,,,13,0,,,13,,,
139,Subv. invest. transférées cpte résultat,Subventions d'investissement transférées au compte de résultat,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
1391,Subv inv rattachées aux actifs amort,Subventions d'investissement rattachées aux actifs amortissables,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13911,Subv. transf. Etat et établ. nationaux,Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13912,Subv. transf. Régions,Régions,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13913,Subv. transf. Départements,Départements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13914,Subv. transf. Communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139141,Subv. transf. Communes membres du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139146,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,040,,,0,,,,,,
139148,Subv. transf. Autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13915,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139151,Subv. transf. GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139156,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,040,,,0,,,,,,
139158,Subv. transf. Autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13916,Subv. transf. Autres E.P.L.,Autres établissements publics locaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13917,Subv. transf. Fonds européens,Fonds européens,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139171,Subv. transf. Fonds social européen,Fonds social européen,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139172,Subv. transf. FEDER,FEDER,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139173,Subv. transf. FEADER,FEADER,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139178,Autres fonds européens,Autres fonds européens,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13918,Autres subventions d'équipement transf.,Autres,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1393,Fonds affectés à l'équipement,Fonds affectés à l'équipement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13931,Dotations à l'équipement,Dotations à l'équipement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139311,DGE,DGE,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139312,Dotation construction et équip. scolaire,Dotation de construction et d'équipement scolaire,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1393121,Dotation départementale équip. collèges,Dotation départementale d'équipement des collèges,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1393122,Dotation régionale d'équipement scolaire,Dotation régionale d'équipement scolaire,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1393123,"Dot. globale construct., équip. scolaire",Dotation globale de construction et d'équipement scolaire (COM),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139313,Dot. soutien à l'invest des départements,Dotation de soutien à l'investissement des départements,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13933,Fonds spécifiques - Région Ile-de-France,Fonds spécifiques - Région Ile-de-France,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139332,TCBCE,"Taxe pour création de locaux à usage de bureaux, de locaux commerciaux et de locaux de stockage (TCBCE)",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139333,Taxe complémentaire à la TLE,Taxe complémentaire à la taxe locale d'équipement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139334,Taxe sur les surfaces de stationnement,Taxe sur les surfaces de stationnement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13934,Contributions locales temporaires,Contributions locales temporaires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13935,Amendes radars automatiques et de police,Amendes de radars automatiques et amendes de police,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13936,Fonds communaux et intercommunaux transf,Fonds communaux et intercommunaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139361,Dotation équip.territoires ruraux transf,Dotation d'équipement des territoires ruraux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139362,Dotation de soutien à l'invest local,Dotation de soutien à l'investissement local,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
139363,PAE transférable,P.A.E. (programme d'aménagement d'ensemble),,,,M57-M57,Nature_Compte,,,,,,,,,,,
139364,Surtaxes locales temporaires transfér.,Surtaxes locales temporaires,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139365,Particip. non-réal. aires station.transf,Participations pour non-réalisation d'aires de stationnement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
139366,Participations voirie et réseaux transf,Participations pour voirie et réseaux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
13937,Fonds régional dévelopt emploi outre-mer,Fonds régional pour le développement et l'emploi (outre-mer),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
13938,Autres fonds équip. transférables,Autres,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
15,Provisions pour risques et charges,Provisions pour risques et charges,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
151,Provisions pour risques,Provisions pour risques,,,,M57-M57,Nature_Compte,,,,,,,,,,,
1511,Provisions pour litiges et contentieux,Provisions pour litiges et contentieux,,,,M57-M57,Nature_Compte,,,,,,,,,,,
15111,Provisions pour litiges et contentieux,Provisions pour litiges et contentieux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
15112,Provisions pour litiges et contentieux,Provisions pour litiges et contentieux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1515,Provisions pour pertes de change,Provision pour pertes de change,,,,M57-M57,Nature_Compte,,,,,,,,,,,
15151,Provisions pour pertes de change,Provision pour pertes de change,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
15152,Provisions pour pertes de change,Provision pour pertes de change,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
1517,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M57-M57,Nature_Compte,,,,,,,,,,,
15171,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
15172,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
