Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
13246,Attrib. de compensation d'investissement,Attributions de compensation d'investissement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
13248,Subv. non transf. Autres communes,Autres communes,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
1325,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
13251,Subv. non transf. GFP de rattachement,GFP de rattachement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
13256,Attributions de compens d'investissement,Attributions de compensation d'investissement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
13258,Subv. non transf. Autres groupements,Autres groupements,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
1326,Subv. non transf. Autres E.P.L.,Autres établissements publics locaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
1327,Subv. non transf. Budget communautaire,Budget communautaire et fonds structurels,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
1328,Autres subventions d'équip. non transf.,Autres,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,13,1,,041,13,,,
133,Fonds affectés à l'équipement amort.,Fonds affectés à l'équipement amortissable,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1331,D.E.T.R. transférable,Dotation d'équipement des territoires ruraux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1332,Amendes de police transférables,Amendes de police,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1333,P.A.E. transférable.,P.A.E. (Plan d'Aménagement d'Ensemble),,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1334,Contributions locales temporaires,Contributions locales temporaires,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1335,Part. non réalisat° aire station. transf,Participation pour non réalisation d'aires de stationnement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1336,Particip. pour voirie et réseaux transf.,Participations pour voirie et réseaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1337,Dot. de soutien à l'investissement local,Dotation de soutien à l'investissement local,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1338,Autres fonds équip. transférables,Autres fonds transférables affectés à l'équipement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
134,Fonds affectés à l'équipement non amort.,Fonds affectés à l'équipement non amortissable,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1341,D.E.T.R. non transférable,Dotation d'équipement des territoires ruraux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1342,Amendes de police non transférable,Amendes de police,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1343,P.A.E. non transférable,P.A.E. (Plan d'Aménagement d'Ensemble),,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1344,Contributions locales temporaires,Contributions locales temporaires,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1345,Part. non réalis. aire station. non tran,Participation pour non réalisation d'aires de stationnement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1346,Participat° voirie et réseaux non transf,Participations pour voirie et réseaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1347,Dot. de soutien à l'investissement local,Dotation de soutien à l'investissement local,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
1348,Autres fonds non transférables,Autres,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,1,,,13,,,
138,Autres subvent° invest. non transf.,Autres subventions d'investissement non transférables,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,1,,
1381,Subv non transf Etat et établ. nationaux,Etat et établissements nationaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1382,Subv non transf Régions,Régions,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1383,Subv non transf Départements,Départements,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1384,Subv non transf. Communes,Communes,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1385,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1386,Subv non transf. Autres EPL,Autres établissements publics locaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1387,Subv non transf. Budget communautaire FS,Budget communautaire et fonds structurels,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
1388,Autres subventions non transférables,Autres,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,13,0,,,13,,,
139,Subv. invest. transférées cpte résultat,Subventions d'investissement transférées au compte de résultat,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,1,,
1391,Subv inv rattachées aux actifs amort,Subventions d'investissement rattachées aux actifs amortissables,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
13911,Etat et établissements nationaux,Etat et établissements nationaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13912,Sub. transf cpte résult. Régions,Régions,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13913,Sub. transf cpte résult. Départements,Départements,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13914,Sub. transf cpte résult. Communes,Communes,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
139141,Sub. transf cpte résult. Communes du GFP,Communes membres du GFP,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
139146,Attrib. de compensation d'investissement,Attributions de compensation d'investissement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,,,,,,
139148,Sub. transf cpte résult. Autres communes,Autres communes,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13915,Groupements de collectivités,Groupements de collectivités,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
139151,Sub. transf cpte résult. GFP de rattach.,GFP de rattachement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
139156,Attributions de compens d'investissement,Attributions de compensation d'investissement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,,,,,,
139158,Sub. transf cpte résult. Autres groupts,Autres groupements,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13916,Sub. transf cpte résult. Autres EPL,Autres établissements publics locaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13917,Sub. transf cpte résult.Budget communaut,Budget communautaire et fonds structurels,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13918,Autres subventions d'équipement,Autres,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
1393,Fonds affectés à l'équipement,Fonds affectés à l'équipement,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
13931,Sub. transf cpte résult. D.E.T.R.,Dotation d'équipement des territoires ruraux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13932,Sub. transf cpte résult. Amendes police,Amendes de police,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13933,Sub. transf cpte résult. P.A.E.,P.A.E. (Plan d'Aménagement d'Ensemble),,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13934,Sub. transf cpte résult. Surtaxes locale,Surtaxes locales temporaires,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13935,Sub. transf cpte résult. aire stationt,Participation pour non réalisation d'aires de stationnement,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13936,Sub. transf cpte résult. PVR,Participation pour voirie et réseaux,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13937,Dot. de soutien à l'investissement local,Dotation de soutien à l'investissement local,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
13938,Sub. transf cpte résult. Autres fonds,Autres,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
15,Provisions pour risques et charges,Provisions pour risques et charges,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,1,,
151,Provisions pour risques,Provisions pour risques,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1511,Provisions pour litiges,Provisions pour litiges,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
15111,Provisions pour litiges,Provisions pour litiges,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15112,Provisions pour litiges,Provisions pour litiges,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
1515,Provisions pour pertes de change,Provision pour pertes de change,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
15151,Provisions pour pertes de change,Provision pour pertes de change,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15152,Provisions pour pertes de change,Provision pour pertes de change,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
1517,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
15171,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15172,Provisions pour garanties d'emprunt,Provision pour garanties d'emprunt,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
1518,Autres provisions pour risques,Autres provisions pour risques,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
15181,Autres provisions pour risques,Autres provisions pour risques,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15182,Autres provisions pour risques,Autres provisions pour risques,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
152,Prov. risques et charges sur emprunts,Provisions pour risques et charges sur emprunts,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1521,Prov. risques et charges sur emprunts,Provisions pour risques et charges sur emprunts,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
1522,Prov. risques et charges sur emprunts,Provisions pour risques et charges sur emprunts,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
157,Provisions pour charges à répartir,Provisions pour charges à répartir sur plusieurs exercices,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1572,"Prov. gros entretien, grandes révisions",Provisions pour gros entretien ou grandes révisions,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15721,"Prov. gros entretien, grandes révisions",Provisions pour gros entretien ou grandes révisions,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
15722,"Prov. gros entretien, grandes révisions",Provisions pour gros entretien ou grandes révisions,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
158,Autres provisions pour charges,Autres provisions pour charges,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1581,Autres provisions pour charges,Autres provisions pour charges,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
1582,Autres provisions pour charges,Autres provisions pour charges,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,,,0,040,,,,,
16,Emprunts et dettes assimilées,Emprunts et dettes assimilées,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,1,,
163,Emprunts obligataires,Emprunts obligataires,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
1631,Emprunts obligataires,Emprunts obligataires,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
16311,Emprunt obligataire remboursable in fine,Emprunts obligataires remboursables in fine,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,041,16,1,040,041,16,,,
16318,Autres emprunts obligataires,Autres emprunts obligataires,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,041,16,1,040,041,16,,,
1632,Anticipation du remboursement en capital,Opérations sur capital non échu des emprunts obligataires remboursables in fine - Anticipation du remboursement en capital,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,,,0,,,,,,
164,Emprunts auprès des éts. financiers,Emprunts auprès des établissements financiers,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
1641,Emprunts en euros,Emprunts en euros,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,041,16,1,040,041,16,,,
1643,Emprunts en devises,Emprunts en devises,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,041,16,1,040,041,16,,,
1644,Emprunts assortis d'une option de tirage,Emprunts assortis d'une option de tirage sur ligne trésorerie,,,,M14-M14_COM_SUP3500,Nature_Compte,,,,,,,,,,,
16441,Opérat° afférentes à l'emprunt,Opérations afférentes à l'emprunt,,,,M14-M14_COM_SUP3500,Nature_Compte,0,040,041,16,1,040,041,16,,,
16449,Opérat° de tirage sur ligne trésorerie,Opérations afférentes à l'option de tirage sur ligne de trésorerie,,,,M14-M14_COM_SUP3500,Nature_Compte,0,,041,16,1,,041,16,,,
